orig.isocode,orig.name,orig.region,orig.majorarea,dest.isocode,dest.name,dest.name,dest.region,pop.mig (in thousands)
KAZ,Kazakhstan,Central Asia,Asia,USA,United States of America,Northern America,Northern America,25.304
UZB,Uzbekistan,Central Asia,Asia,USA,United States of America,Northern America,Northern America,36.743
KAZ,Kazakhstan,Central Asia,Asia,UZB,Uzbekistan,Central Asia,Asia,13.194
TJK,Tajikistan,Central Asia,Asia,UZB,Uzbekistan,Central Asia,Asia,11.496
PAK,Pakistan,Southern Asia,Asia,AFG,Afghanistan,Southern Asia,Asia,348.369
BGD,Bangladesh,Southern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,906.483
IND,India,Southern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,3499.337
NPL,Nepal,Southern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,43.809
PAK,Pakistan,Southern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,863.858
LKA,Sri Lanka,Southern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,113.788
AFG,Afghanistan,Southern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,37.482
BGD,Bangladesh,Southern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,37.092
IND,India,Southern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,389.992
IRN,Iran (Islamic Republic of),Southern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,48.696
NPL,Nepal,Southern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,32.872
PAK,Pakistan,Southern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,43.949
LKA,Sri Lanka,Southern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,112.12
IND,India,Southern Asia,Asia,AUT,Austria,Western Europe,Europe,13.576
IRN,Iran (Islamic Republic of),Southern Asia,Asia,AUT,Austria,Western Europe,Europe,15.495
AFG,Afghanistan,Southern Asia,Asia,BEL,Belgium,Western Europe,Europe,10.638
IND,India,Southern Asia,Asia,BEL,Belgium,Western Europe,Europe,10.34
IND,India,Southern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,34.431
NPL,Nepal,Southern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,39.059
BGD,Bangladesh,Southern Asia,Asia,BHR,Bahrain,Western Asia,Asia,78.396
IND,India,Southern Asia,Asia,BHR,Bahrain,Western Asia,Asia,302.635
PAK,Pakistan,Southern Asia,Asia,BHR,Bahrain,Western Asia,Asia,74.71
IND,India,Southern Asia,Asia,BTN,Bhutan,Southern Asia,Asia,44.732
AFG,Afghanistan,Southern Asia,Asia,CAN,Canada,Northern America,Northern America,45.733
BGD,Bangladesh,Southern Asia,Asia,CAN,Canada,Northern America,Northern America,51.227
IND,India,Southern Asia,Asia,CAN,Canada,Northern America,Northern America,621.469
IRN,Iran (Islamic Republic of),Southern Asia,Asia,CAN,Canada,Northern America,Northern America,136.608
PAK,Pakistan,Southern Asia,Asia,CAN,Canada,Northern America,Northern America,175.204
LKA,Sri Lanka,Southern Asia,Asia,CAN,Canada,Northern America,Northern America,146.998
IND,India,Southern Asia,Asia,CHE,Switzerland,Western Europe,Europe,19.081
LKA,Sri Lanka,Southern Asia,Asia,CHE,Switzerland,Western Europe,Europe,42.139
LKA,Sri Lanka,Southern Asia,Asia,CYP,Cyprus,Western Asia,Asia,11.001
AFG,Afghanistan,Southern Asia,Asia,DEU,Germany,Western Europe,Europe,99.638
IND,India,Southern Asia,Asia,DEU,Germany,Western Europe,Europe,68.291
IRN,Iran (Islamic Republic of),Southern Asia,Asia,DEU,Germany,Western Europe,Europe,137.531
PAK,Pakistan,Southern Asia,Asia,DEU,Germany,Western Europe,Europe,50.174
LKA,Sri Lanka,Southern Asia,Asia,DEU,Germany,Western Europe,Europe,46.716
AFG,Afghanistan,Southern Asia,Asia,DNK,Denmark,Northern Europe,Europe,12.26
IRN,Iran (Islamic Republic of),Southern Asia,Asia,DNK,Denmark,Northern Europe,Europe,14.114
PAK,Pakistan,Southern Asia,Asia,DNK,Denmark,Northern Europe,Europe,13.044
BGD,Bangladesh,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,10.033
IND,India,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,33.483
PAK,Pakistan,Southern Asia,Asia,ESP,Spain,Southern Europe,Europe,56.116
IND,India,Southern Asia,Asia,FRA,France,Western Europe,Europe,48.061
IRN,Iran (Islamic Republic of),Southern Asia,Asia,FRA,France,Western Europe,Europe,22.788
PAK,Pakistan,Southern Asia,Asia,FRA,France,Western Europe,Europe,23.779
LKA,Sri Lanka,Southern Asia,Asia,FRA,France,Western Europe,Europe,47.864
AFG,Afghanistan,Southern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,68.256
BGD,Bangladesh,Southern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,230.143
IND,India,Southern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,776.603
IRN,Iran (Islamic Republic of),Southern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,91.087
NPL,Nepal,Southern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,54.695
PAK,Pakistan,Southern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,540.495
LKA,Sri Lanka,Southern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,138.752
IND,India,Southern Asia,Asia,GRC,Greece,Southern Europe,Europe,10.152
PAK,Pakistan,Southern Asia,Asia,GRC,Greece,Southern Europe,Europe,31.295
IND,India,Southern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,18.004
IND,India,Southern Asia,Asia,IDN,Indonesia,South-Eastern Asia,Asia,11.648
BGD,Bangladesh,Southern Asia,Asia,IND,India,Southern Asia,Asia,3171.022
NPL,Nepal,Southern Asia,Asia,IND,India,Southern Asia,Asia,542.947
PAK,Pakistan,Southern Asia,Asia,IND,India,Southern Asia,Asia,1106.212
LKA,Sri Lanka,Southern Asia,Asia,IND,India,Southern Asia,Asia,155.195
IND,India,Southern Asia,Asia,IRL,Ireland,Northern Europe,Europe,19.764
AFG,Afghanistan,Southern Asia,Asia,IRN,Iran (Islamic Republic of),Southern Asia,Asia,2348.369
PAK,Pakistan,Southern Asia,Asia,IRN,Iran (Islamic Republic of),Southern Asia,Asia,28.402
IRN,Iran (Islamic Republic of),Southern Asia,Asia,IRQ,Iraq,Western Asia,Asia,14.406
IND,India,Southern Asia,Asia,ISR,Israel,Western Asia,Asia,18.965
IRN,Iran (Islamic Republic of),Southern Asia,Asia,ISR,Israel,Western Asia,Asia,52.322
BGD,Bangladesh,Southern Asia,Asia,ITA,Italy,Southern Europe,Europe,97.036
IND,India,Southern Asia,Asia,ITA,Italy,Southern Europe,Europe,136.403
IRN,Iran (Islamic Republic of),Southern Asia,Asia,ITA,Italy,Southern Europe,Europe,14.433
PAK,Pakistan,Southern Asia,Asia,ITA,Italy,Southern Europe,Europe,84.792
LKA,Sri Lanka,Southern Asia,Asia,ITA,Italy,Southern Europe,Europe,85.093
BGD,Bangladesh,Southern Asia,Asia,JOR,Jordan,Western Asia,Asia,12.266
LKA,Sri Lanka,Southern Asia,Asia,JOR,Jordan,Western Asia,Asia,13.175
IND,India,Southern Asia,Asia,JPN,Japan,Eastern Asia,Asia,22.641
PAK,Pakistan,Southern Asia,Asia,JPN,Japan,Eastern Asia,Asia,11.178
BGD,Bangladesh,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,13.733
NPL,Nepal,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,13.573
PAK,Pakistan,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,12.276
LKA,Sri Lanka,Southern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,25.605
BGD,Bangladesh,Southern Asia,Asia,KWT,Kuwait,Western Asia,Asia,350.229
IND,India,Southern Asia,Asia,KWT,Kuwait,Western Asia,Asia,1061.758
NPL,Nepal,Southern Asia,Asia,KWT,Kuwait,Western Asia,Asia,22.678
PAK,Pakistan,Southern Asia,Asia,KWT,Kuwait,Western Asia,Asia,312.434
LKA,Sri Lanka,Southern Asia,Asia,KWT,Kuwait,Western Asia,Asia,36.556
IND,India,Southern Asia,Asia,LKA,Sri Lanka,Southern Asia,Asia,10.46
BGD,Bangladesh,Southern Asia,Asia,MDV,Maldives,Southern Asia,Asia,53.565
IND,India,Southern Asia,Asia,MDV,Maldives,Southern Asia,Asia,22.12
IND,India,Southern Asia,Asia,MMR,Myanmar,South-Eastern Asia,Asia,26.205
BGD,Bangladesh,Southern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,358.432
IND,India,Southern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,132.699
NPL,Nepal,Southern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,205.021
PAK,Pakistan,Southern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,26.858
AFG,Afghanistan,Southern Asia,Asia,NLD,Netherlands,Western Europe,Europe,33.852
IND,India,Southern Asia,Asia,NLD,Netherlands,Western Europe,Europe,22.713
IRN,Iran (Islamic Republic of),Southern Asia,Asia,NLD,Netherlands,Western Europe,Europe,29.405
PAK,Pakistan,Southern Asia,Asia,NLD,Netherlands,Western Europe,Europe,12.127
LKA,Sri Lanka,Southern Asia,Asia,NLD,Netherlands,Western Europe,Europe,10.461
AFG,Afghanistan,Southern Asia,Asia,NOR,Norway,Northern Europe,Europe,13.238
IND,India,Southern Asia,Asia,NOR,Norway,Northern Europe,Europe,11.97
IRN,Iran (Islamic Republic of),Southern Asia,Asia,NOR,Norway,Northern Europe,Europe,16.185
PAK,Pakistan,Southern Asia,Asia,NOR,Norway,Northern Europe,Europe,19.393
BTN,Bhutan,Southern Asia,Asia,NPL,Nepal,Southern Asia,Asia,28.74
IND,India,Southern Asia,Asia,NPL,Nepal,Southern Asia,Asia,446.491
IND,India,Southern Asia,Asia,NZL,New Zealand,Australia/New Zealand,Oceania,69.8
BGD,Bangladesh,Southern Asia,Asia,OMN,Oman,Western Asia,Asia,346.068
IND,India,Southern Asia,Asia,OMN,Oman,Western Asia,Asia,777.632
PAK,Pakistan,Southern Asia,Asia,OMN,Oman,Western Asia,Asia,284.46
LKA,Sri Lanka,Southern Asia,Asia,OMN,Oman,Western Asia,Asia,38.377
AFG,Afghanistan,Southern Asia,Asia,PAK,Pakistan,Southern Asia,Asia,1618.687
IND,India,Southern Asia,Asia,PAK,Pakistan,Southern Asia,Asia,2000.908
IND,India,Southern Asia,Asia,PHL,Philippines,South-Eastern Asia,Asia,10.639
BGD,Bangladesh,Southern Asia,Asia,QAT,Qatar,Western Asia,Asia,160.183
IND,India,Southern Asia,Asia,QAT,Qatar,Western Asia,Asia,645.577
NPL,Nepal,Southern Asia,Asia,QAT,Qatar,Western Asia,Asia,151.314
PAK,Pakistan,Southern Asia,Asia,QAT,Qatar,Western Asia,Asia,133.212
LKA,Sri Lanka,Southern Asia,Asia,QAT,Qatar,Western Asia,Asia,54.731
AFG,Afghanistan,Southern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,364.304
BGD,Bangladesh,Southern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,967.223
IND,India,Southern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,1894.38
NPL,Nepal,Southern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,381.102
PAK,Pakistan,Southern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,1123.26
LKA,Sri Lanka,Southern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,400.734
BGD,Bangladesh,Southern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,80.747
IND,India,Southern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,150.082
PAK,Pakistan,Southern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,129.253
LKA,Sri Lanka,Southern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,10.73
AFG,Afghanistan,Southern Asia,Asia,SWE,Sweden,Northern Europe,Europe,29.085
IND,India,Southern Asia,Asia,SWE,Sweden,Northern Europe,Europe,22.424
IRN,Iran (Islamic Republic of),Southern Asia,Asia,SWE,Sweden,Northern Europe,Europe,69.981
PAK,Pakistan,Southern Asia,Asia,SWE,Sweden,Northern Europe,Europe,11.436
AFG,Afghanistan,Southern Asia,Asia,TUR,Turkey,Western Asia,Asia,13.601
IRN,Iran (Islamic Republic of),Southern Asia,Asia,TUR,Turkey,Western Asia,Asia,16.332
AFG,Afghanistan,Southern Asia,Asia,USA,United States of America,Northern America,Northern America,63.255
BGD,Bangladesh,Southern Asia,Asia,USA,United States of America,Northern America,Northern America,186.028
IND,India,Southern Asia,Asia,USA,United States of America,Northern America,Northern America,1969.286
IRN,Iran (Islamic Republic of),Southern Asia,Asia,USA,United States of America,Northern America,Northern America,371.894
NPL,Nepal,Southern Asia,Asia,USA,United States of America,Northern America,Northern America,74.904
PAK,Pakistan,Southern Asia,Asia,USA,United States of America,Northern America,Northern America,325.419
LKA,Sri Lanka,Southern Asia,Asia,USA,United States of America,Northern America,Northern America,48.074
IND,India,Southern Asia,Asia,ZAF,South Africa,Southern Africa,Africa,43.25
PAK,Pakistan,Southern Asia,Asia,ZAF,South Africa,Southern Africa,Africa,10.724
IDN,Indonesia,South-Eastern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,260.312
PHL,Philippines,South-Eastern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,555.704
THA,Thailand,South-Eastern Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,13.395
KHM,Cambodia,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,35.71
IDN,Indonesia,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,84.026
LAO,Lao People's Democratic Republic,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,12.111
MYS,Malaysia,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,156.934
MMR,Myanmar,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,28.916
PHL,Philippines,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,222.34
SGP,Singapore,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,67.822
THA,Thailand,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,60.712
TLS,Timor-Leste,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,11.214
VNM,Viet Nam,South-Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,227.298
PHL,Philippines,South-Eastern Asia,Asia,AUT,Austria,Western Europe,Europe,13.856
KHM,Cambodia,South-Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,19.642
IDN,Indonesia,South-Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,157.862
LAO,Lao People's Democratic Republic,South-Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,88.155
MYS,Malaysia,South-Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,233.561
MMR,Myanmar,South-Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,201.346
THA,Thailand,South-Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,10.548
VNM,Viet Nam,South-Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,27.521
IDN,Indonesia,South-Eastern Asia,Asia,BHR,Bahrain,Western Asia,Asia,22.513
PHL,Philippines,South-Eastern Asia,Asia,BHR,Bahrain,Western Asia,Asia,48.059
MYS,Malaysia,South-Eastern Asia,Asia,BRN,Brunei Darussalam,South-Eastern Asia,Asia,48.285
PHL,Philippines,South-Eastern Asia,Asia,BRN,Brunei Darussalam,South-Eastern Asia,Asia,13.457
THA,Thailand,South-Eastern Asia,Asia,BRN,Brunei Darussalam,South-Eastern Asia,Asia,14.384
KHM,Cambodia,South-Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,26.354
IDN,Indonesia,South-Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,16.143
LAO,Lao People's Democratic Republic,South-Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,15.786
MYS,Malaysia,South-Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,25.746
PHL,Philippines,South-Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,545.321
SGP,Singapore,South-Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,13.234
THA,Thailand,South-Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,16.263
VNM,Viet Nam,South-Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,182.847
PHL,Philippines,South-Eastern Asia,Asia,CHE,Switzerland,Western Europe,Europe,13.416
THA,Thailand,South-Eastern Asia,Asia,CHE,Switzerland,Western Europe,Europe,19.99
VNM,Viet Nam,South-Eastern Asia,Asia,CHE,Switzerland,Western Europe,Europe,12.051
IDN,Indonesia,South-Eastern Asia,Asia,CHN,China,Eastern Asia,Asia,39.736
PHL,Philippines,South-Eastern Asia,Asia,CHN,China,Eastern Asia,Asia,73.07
THA,Thailand,South-Eastern Asia,Asia,CHN,China,Eastern Asia,Asia,15.192
VNM,Viet Nam,South-Eastern Asia,Asia,CHN,China,Eastern Asia,Asia,28.095
VNM,Viet Nam,South-Eastern Asia,Asia,CZE,Czech Republic,Eastern Europe,Europe,47.475
IDN,Indonesia,South-Eastern Asia,Asia,DEU,Germany,Western Europe,Europe,19.639
PHL,Philippines,South-Eastern Asia,Asia,DEU,Germany,Western Europe,Europe,56.25
THA,Thailand,South-Eastern Asia,Asia,DEU,Germany,Western Europe,Europe,76.002
VNM,Viet Nam,South-Eastern Asia,Asia,DEU,Germany,Western Europe,Europe,112.958
PHL,Philippines,South-Eastern Asia,Asia,DNK,Denmark,Northern Europe,Europe,10.882
THA,Thailand,South-Eastern Asia,Asia,DNK,Denmark,Northern Europe,Europe,12.384
VNM,Viet Nam,South-Eastern Asia,Asia,DNK,Denmark,Northern Europe,Europe,10.418
PHL,Philippines,South-Eastern Asia,Asia,ESP,Spain,Southern Europe,Europe,41.334
THA,Thailand,South-Eastern Asia,Asia,FIN,Finland,Northern Europe,Europe,11.296
KHM,Cambodia,South-Eastern Asia,Asia,FRA,France,Western Europe,Europe,63.343
LAO,Lao People's Democratic Republic,South-Eastern Asia,Asia,FRA,France,Western Europe,Europe,42.623
PHL,Philippines,South-Eastern Asia,Asia,FRA,France,Western Europe,Europe,15.224
THA,Thailand,South-Eastern Asia,Asia,FRA,France,Western Europe,Europe,18.151
VNM,Viet Nam,South-Eastern Asia,Asia,FRA,France,Western Europe,Europe,125.731
IDN,Indonesia,South-Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,10.344
MYS,Malaysia,South-Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,75.182
MMR,Myanmar,South-Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,13.064
PHL,Philippines,South-Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,139.57
SGP,Singapore,South-Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,45.351
THA,Thailand,South-Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,47.389
VNM,Viet Nam,South-Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,32.429
PHL,Philippines,South-Eastern Asia,Asia,GUM,Guam,Micronesia,Oceania,29.289
IDN,Indonesia,South-Eastern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,134.593
MYS,Malaysia,South-Eastern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,15.273
PHL,Philippines,South-Eastern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,117.914
THA,Thailand,South-Eastern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,19.192
VNM,Viet Nam,South-Eastern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,10.93
SGP,Singapore,South-Eastern Asia,Asia,IDN,Indonesia,South-Eastern Asia,Asia,21.907
THA,Thailand,South-Eastern Asia,Asia,IDN,Indonesia,South-Eastern Asia,Asia,21.907
TLS,Timor-Leste,South-Eastern Asia,Asia,IDN,Indonesia,South-Eastern Asia,Asia,21.907
BRN,Brunei Darussalam,South-Eastern Asia,Asia,IND,India,Southern Asia,Asia,25.388
MYS,Malaysia,South-Eastern Asia,Asia,IND,India,Southern Asia,Asia,12.442
MMR,Myanmar,South-Eastern Asia,Asia,IND,India,Southern Asia,Asia,50.587
PHL,Philippines,South-Eastern Asia,Asia,IRL,Ireland,Northern Europe,Europe,15.312
PHL,Philippines,South-Eastern Asia,Asia,ITA,Italy,Southern Europe,Europe,143.457
IDN,Indonesia,South-Eastern Asia,Asia,JOR,Jordan,Western Asia,Asia,10.995
IDN,Indonesia,South-Eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,27.354
PHL,Philippines,South-Eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,210.243
THA,Thailand,South-Eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,41.422
VNM,Viet Nam,South-Eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,72.62
THA,Thailand,South-Eastern Asia,Asia,KHM,Cambodia,South-Eastern Asia,Asia,30.806
VNM,Viet Nam,South-Eastern Asia,Asia,KHM,Cambodia,South-Eastern Asia,Asia,36.436
KHM,Cambodia,South-Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,30.705
IDN,Indonesia,South-Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,33.34
MMR,Myanmar,South-Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,11.514
PHL,Philippines,South-Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,38.835
THA,Thailand,South-Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,26.225
VNM,Viet Nam,South-Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,113.998
IDN,Indonesia,South-Eastern Asia,Asia,KWT,Kuwait,Western Asia,Asia,99.485
PHL,Philippines,South-Eastern Asia,Asia,KWT,Kuwait,Western Asia,Asia,181.462
VNM,Viet Nam,South-Eastern Asia,Asia,LAO,Lao People's Democratic Republic,South-Eastern Asia,Asia,11.634
IDN,Indonesia,South-Eastern Asia,Asia,LBY,Libya,Northern Africa,Africa,13.064
PHL,Philippines,South-Eastern Asia,Asia,MAC,"China, Macao SAR",Eastern Asia,Asia,11.864
PHL,Philippines,South-Eastern Asia,Asia,MNP,Northern Mariana Islands,Micronesia,Oceania,11.045
KHM,Cambodia,South-Eastern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,14.127
IDN,Indonesia,South-Eastern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,1070.433
MMR,Myanmar,South-Eastern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,252.292
PHL,Philippines,South-Eastern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,21.732
SGP,Singapore,South-Eastern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,79.519
VNM,Viet Nam,South-Eastern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,87.272
IDN,Indonesia,South-Eastern Asia,Asia,NLD,Netherlands,Western Europe,Europe,132.159
PHL,Philippines,South-Eastern Asia,Asia,NLD,Netherlands,Western Europe,Europe,12.381
THA,Thailand,South-Eastern Asia,Asia,NLD,Netherlands,Western Europe,Europe,13.99
VNM,Viet Nam,South-Eastern Asia,Asia,NLD,Netherlands,Western Europe,Europe,12.8
PHL,Philippines,South-Eastern Asia,Asia,NOR,Norway,Northern Europe,Europe,20.593
THA,Thailand,South-Eastern Asia,Asia,NOR,Norway,Northern Europe,Europe,18.049
VNM,Viet Nam,South-Eastern Asia,Asia,NOR,Norway,Northern Europe,Europe,13.798
MYS,Malaysia,South-Eastern Asia,Asia,NZL,New Zealand,Australia/New Zealand,Oceania,16.991
PHL,Philippines,South-Eastern Asia,Asia,NZL,New Zealand,Australia/New Zealand,Oceania,38.756
IDN,Indonesia,South-Eastern Asia,Asia,OMN,Oman,Western Asia,Asia,70.114
PHL,Philippines,South-Eastern Asia,Asia,OMN,Oman,Western Asia,Asia,85.949
IDN,Indonesia,South-Eastern Asia,Asia,QAT,Qatar,Western Asia,Asia,43.049
PHL,Philippines,South-Eastern Asia,Asia,QAT,Qatar,Western Asia,Asia,148.496
VNM,Viet Nam,South-Eastern Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,13.671
IDN,Indonesia,South-Eastern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,1294.035
MMR,Myanmar,South-Eastern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,202.72
PHL,Philippines,South-Eastern Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,488.167
IDN,Indonesia,South-Eastern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,163.237
MYS,Malaysia,South-Eastern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,1123.654
PHL,Philippines,South-Eastern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,15.392
THA,Thailand,South-Eastern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,19.269
PHL,Philippines,South-Eastern Asia,Asia,SWE,Sweden,Northern Europe,Europe,12.248
THA,Thailand,South-Eastern Asia,Asia,SWE,Sweden,Northern Europe,Europe,38.99
VNM,Viet Nam,South-Eastern Asia,Asia,SWE,Sweden,Northern Europe,Europe,17.004
KHM,Cambodia,South-Eastern Asia,Asia,THA,Thailand,South-Eastern Asia,Asia,805.272
LAO,Lao People's Democratic Republic,South-Eastern Asia,Asia,THA,Thailand,South-Eastern Asia,Asia,969.267
MMR,Myanmar,South-Eastern Asia,Asia,THA,Thailand,South-Eastern Asia,Asia,1978.348
VNM,Viet Nam,South-Eastern Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,12.39
KHM,Cambodia,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,167.039
IDN,Indonesia,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,96.734
LAO,Lao People's Democratic Republic,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,200.429
MYS,Malaysia,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,63.566
MMR,Myanmar,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,103.291
PHL,Philippines,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,1896.031
SGP,Singapore,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,31.302
THA,Thailand,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,236.18
VNM,Viet Nam,South-Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,1302.87
MMR,Myanmar,South-Eastern Asia,Asia,VNM,Viet Nam,South-Eastern Asia,Asia,11.187
THA,Thailand,South-Eastern Asia,Asia,VNM,Viet Nam,South-Eastern Asia,Asia,11.552
CHN,China,Eastern Asia,Asia,ARG,Argentina,South America,Latin America and the Caribbean,14.397
CHN,China,Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,451.084
HKG,"China, Hong Kong SAR",Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,95.557
JPN,Japan,Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,53.159
KOR,Republic of Korea,Eastern Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,98.395
CHN,China,Eastern Asia,Asia,AUT,Austria,Western Europe,Europe,17.713
CHN,China,Eastern Asia,Asia,BEL,Belgium,Western Europe,Europe,12.245
